code,name,gender,function,category,country_code,country,country_full,disciplines,events
1970322,JOHANSSON Per,Male,Head Coach,C,NED,Netherlands,Netherlands,Handball,Women
1970733,GOUTSEVA Anastasia,Female,Coach,C,GRE,Greece,Greece,Artistic Swimming,Duet
1970859,SOKOLOVA Natalia,Female,Coach,C,CYP,Cyprus,Cyprus,Rhythmic Gymnastics,
1970880,OGEYINGBO Ayodeji,Male,Coach,C,NGR,Nigeria,Nigeria,Basketball,
1970974,DERAEDT Laurent,Male,Goalkeeper Coach,C,MAR,Morocco,Morocco,Football,
1971523,LESZNER Joe,Male,Coach,C,CAN,Canada,Canada,Archery,
1972037,TICHELMAN Thomas,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Hockey,
1972052,van ASS Paul,Male,Head Coach,C,NED,Netherlands,Netherlands,Hockey,
1972055,DELMEE Jeroen,Male,Head Coach,C,NED,Netherlands,Netherlands,Hockey,
1972056,VERBOOM Eric,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Hockey,
1972359,ALIYEVA Kamilla,Female,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,
1972419,VILYAYEVA Yevgeniya,Female,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,
1972423,VASILEVA Siyana,Female,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,
1972426,GULIYEV Kamil,Male,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,
1972427,KARIMLI Akif,Male,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,
1972461,JAUMA CAYUELA Esther,Female,Coach,C,NED,Netherlands,Netherlands,Artistic Swimming,Duet
1972652,GIE Cheslyn,Male,Head Coach,C,RSA,South Africa,South Africa,Hockey,
1972655,NTULI Siphesihle,Male,Assistant Coach,C,RSA,South Africa,South Africa,Hockey,
1972933,GOMEZ Ibai,Male,Head Coach,C,DOM,Dominican Republic,Dominican Republic,Football,Men
1972934,RAMOS SANCHEZ Antonio,Male,Coach,C,CIV,Côte d'Ivoire,Côte d'Ivoire,Taekwondo,
1972992,AMOREBIETA Fernando,Male,Assistant Coach,C,DOM,Dominican Republic,Dominican Republic,Football,
1973058,BRITEZ Cristhian,Male,Goalkeeper Coach,C,DOM,Dominican Republic,Dominican Republic,Football,
1973138,BALAN Adrian,Male,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,
1973147,COWAN Lisa,Female,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,
1973162,KIKUCHI David,Male,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,
1973180,van HOOF Ed,Male,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,
1973374,FALSETTA Ross,Male,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,
1973377,DENG Ajou,Male,Assistant Coach,C,SSD,South Sudan,South Sudan,Basketball,
1973378,WIGNALL Rachel,Female,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,
1973524,MEIJER Eric,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Volleyball,Women
1973525,KOSLOWSKI Felix,Male,Head Coach,C,NED,Netherlands,Netherlands,Volleyball,Women
1973532,FERRER CUTINO Gil,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Volleyball,Women
1973576,IVEY Royal,Male,Coach,C,SSD,South Sudan,South Sudan,Basketball,Men
1973651,KOUDI Mandela,Male,Coach,C,SSD,South Sudan,South Sudan,Basketball,
1973693,CHIEJINE Ann,Female,Assistant Coach,C,NGR,Nigeria,Nigeria,Football,
1974021,KULESZA Kasia,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Duet
1974022,MORGAN Kerri,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Duet
1974025,VOLOSHYNA Anna,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Team
1974026,YAKHNO Yelyzaveta,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Team
1974386,SAWADOGO Rasmane,Male,Coach,C,BUR,Burkina Faso,Burkina Faso,Taekwondo,
1974755,BAUR Steve,Male,Assistant Coach,C,CAN,Canada,Canada,Basketball,Women
1974756,BJORKGREN Nate,Male,Assistant Coach,C,CAN,Canada,Canada,Basketball,Men
1974757,CLARKE Carly,Female,Coach,C,CAN,Canada,Canada,Basketball,
1974760,FERNANDEZ Jordi,Male,Coach,C,CAN,Canada,Canada,Basketball,Men
1974766,LAPENA Victor,Male,Coach,C,CAN,Canada,Canada,Basketball,Women
1974769,MITCHELL Nathaniel,Male,Assistant Coach,C,CAN,Canada,Canada,Basketball,
1974771,N'DONG Boniface,Male,Coach,C,CAN,Canada,Canada,Basketball,
1974772,PAGE Murriel,Female,Coach,C,CAN,Canada,Canada,Basketball,
1974773,QUINN Noelle,Female,Assistant Coach,C,CAN,Canada,Canada,Basketball,
1975398,DENG Luol,Male,Assistant Coach,C,SSD,South Sudan,South Sudan,Basketball,Men
1975920,CASTANEDA Allen Aldrin,Male,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,
1975923,HRYBANOV Andrii,Male,Coach,C,ISR,Israel,Israel,Artistic Gymnastics,
1975934,GRIFFETH Garrett Stephen,Male,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,
1977071,ABAD EXPOSITO Iker Miquel,Male,Coach,C,IRL,Ireland,Ireland,Taekwondo,
1977388,WALDRUM Randy,Male,Head Coach,C,NGR,Nigeria,Nigeria,Football,Women
1977689,DIAWARA Kaba,Male,Head Coach,C,GUI,Guinea,Guinea,Football,Men
1978161,CAPELLI Claudio,Male,Coach,C,SUI,Switzerland,Switzerland,Artistic Gymnastics,
1978215,GUELZEC Laurent,Male,Coach,C,SUI,Switzerland,Switzerland,Artistic Gymnastics,
1978259,KISTLER Frank,Male,Coach,C,SUI,Switzerland,Switzerland,Artistic Gymnastics,
1978688,MUNOZ BENITEZ Fernando,Male,Head Coach,C,EGY,Egypt,Egypt,Volleyball,Men
1980774,KIM Myong Hwa,Female,Coach,C,PRK,DPR Korea,Democratic People's Republic of Korea,Artistic Gymnastics,
1980904,TRAJKOVIC Ivan Konrad,Male,Coach,C,SLO,Slovenia,Slovenia,Taekwondo,
1980943,PAVLIC Aljaz,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Women
1980962,MIJATOVIC Branka,Female,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Women
1980979,ADZIC Dragan,Male,Head Coach,C,SLO,Slovenia,Slovenia,Handball,Women
1980981,DROZHANOVA Elena,Female,Coach,C,SLO,Slovenia,Slovenia,Rhythmic Gymnastics,
1980987,CRETU Gheorghe,Male,Head Coach,C,SLO,Slovenia,Slovenia,Volleyball,Men
1980990,DIVKOVIC Goran,Male,Coach,C,SLO,Slovenia,Slovenia,Taekwondo,
1981325,ZVIZEJ Luka,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Men
1981356,de CECCO Matteo,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Volleyball,Men
1981649,RETELJ Natasa,Female,Coach,C,SLO,Slovenia,Slovenia,Artistic Gymnastics,
1981689,ZORMAN Uros,Male,Head Coach,C,SLO,Slovenia,Slovenia,Handball,Men
1981697,KEDACIC Zoran,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Volleyball,Men
1986732,MUGANGUZI Wani,Male,Assistant Coach,C,NGR,Nigeria,Nigeria,Basketball,Women
2041085,FITZGERALD David,Male,Coach,C,IRL,Ireland,Ireland,Hockey,
2476695,BAM Jenna,Female,Head Coach,C,RSA,South Africa,South Africa,Rugby Sevens,
3057892,FALAHATGAR ETMINANI Davoud,Male,Coach,C,BUL,Bulgaria,Bulgaria,Taekwondo,
3430822,PETROVIC Aleksandar,Male,Coach,C,BRA,Brazil,Brazil,Basketball,Men
3496078,GORIATCHKINE Ivan,Male,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,
3520243,BASILE Leonardo,Male,Coach,C,EOR,EOR,Refugee Olympic Team,Taekwondo,
3528052,VICTOR John,Male,Coach,C,NGR,Nigeria,Nigeria,Taekwondo,
3538853,DONNELLY Peter,Male,Assistant Coach,C,IRL,Ireland,Ireland,Rugby Sevens,Men
3539442,CARSON Luke,Male,Coach,C,IRL,Ireland,Ireland,Artistic Gymnastics,
3544158,GORBACHEV Stepan,Male,Coach,C,UKR,Ukraine,Ukraine,Artistic Gymnastics,
3545804,MARAJAN Sabit,Male,Coach,C,SSD,South Sudan,South Sudan,Taekwondo,
3546458,DIAWARA Fousseni,Male,Assistant Coach,C,GUI,Guinea,Guinea,Football,Men
3546645,CAUKAUNIVALU Setefano,Male,Assistant Coach,C,FIJ,Fiji,Fiji,Rugby Sevens,Men
3561918,GRANDES Pablo,Male,Assistant Coach,C,IRQ,Iraq,Iraq,Football,
4043244,FONG Lerissa,Female,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,
4043245,POMARE Sapani,Male,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,
4043246,FAALUPEGA Avii,Female,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,
4044836,DAVID EP CHIRILCENCO Georgeta,Female,Coach,C,ALG,Algeria,Algeria,Artistic Gymnastics,
4119109,ELZEFTAWEY Tarek,Male,Assistant Coach,C,EGY,Egypt,Egypt,Volleyball,Men
4645809,GAARENSTROOM Jordan Jon,Male,Coach,C,SYR,Syria,Syrian Arab Republic,Artistic Gymnastics,
4646497,PROST KOSIR Primoz,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Men
4649776,TRAORE Alioune,Male,Coach,C,MLI,Mali,Mali,Taekwondo,
4653058,COCCIA Kristina,Female,Coach,C,HAI,Haiti,Haiti,Artistic Gymnastics,
4653997,KAMKASOUMPHOU Ekvara,Male,Coach,C,MLI,Mali,Mali,Taekwondo,
4658462,KHAJAVI Naeima,Male,Coach,C,EGY,Egypt,Egypt,Taekwondo,
4847471,LAWSON Franck,Male,Coach,C,BUR,Burkina Faso,Burkina Faso,Taekwondo,
4968759,Mc DONALD Janelle Leigh,Female,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,
4968917,QUESNEL Yannick,Male,Goalkeeper Coach,C,GUI,Guinea,Guinea,Football,Men
4976780,TANSKANEN Juha Petteri,Male,Coach,C,SYR,Syria,Syrian Arab Republic,Artistic Gymnastics,
5016082,CHOUBA Jaouad,Female,Coach,C,GBS,Guinea-Bissau,Guinea-Bissau,Taekwondo,
9230002,HERDEIRO Alvaro Francisco,Male,Assistant Coach,C,BRA,Brazil,Brazil,Handball,Women
9230003,MAROJA Gabriel Augusto,Male,Assistant Coach,C,BRA,Brazil,Brazil,Handball,Women
9230006,ALONSO BERNARDO Jessica,Female,Assistant Coach,C,ESP,Spain,Spain,Handball,Women
9230010,LARSSON Thomas Erik Daniel,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Handball,Women
9230012,CAROU Gonzalo,Male,Assistant Coach,C,ARG,Argentina,Argentina,Handball,Men
9230013,CAZON Guillermo,Male,Assistant Coach,C,ARG,Argentina,Argentina,Handball,Men
9230017,CAAMANO Juan,Male,Assistant Coach,C,ESP,Spain,Spain,Handball,Men
9230018,TORRESCUSA Ignacio,Male,Assistant Coach,C,ESP,Spain,Spain,Handball,Men
9230020,GJERDE Joar,Male,Assistant Coach,C,NOR,Norway,Norway,Handball,Women
9390001,BONDAR Vladyslav,Male,Coach,C,BUR,Burkina Faso,Burkina Faso,Taekwondo,
9430008,CICHELLO Juan Manuel,Male,Assistant Coach,C,ITA,Italy,Italy,Volleyball,Women
9450042,VASSILIADES Emmanuel,Male,Assistant Coach,C,GRE,Greece,Greece,Water Polo,Men
